#Version=1.29F
#Alarm No,E/D (0: Disabled / 1: Enabled),Alarm ID,Alarm Code,Alarm Text,Alarm Occurrence Event ID,Alarm Cancel Event ID,Comment
362,1,50362,0,M4361_2nd slot windmill motor abnormal,12,13,M4361_第02槽  風車馬達異常
363,1,50363,0,M4362_3rd slot windmill motor abnormal,12,13,M4362_第03槽  風車馬達異常
364,1,50364,0,M4363_4th slot windmill motor abnormal,12,13,M4363_第04槽  風車馬達異常
365,1,50365,0,M4364_5th slot windmill motor  abnormal,12,13,M4364_第05槽  風車馬達異常
366,1,50366,0,M4365_6th slot windmill motor abnormal,12,13,M4365_第06槽  風車馬達異常
367,1,50367,0,M4366_7th slot windmill motor abnormal,12,13,M4366_第07槽  風車馬達異常
368,1,50368,0,M4367_8th slot windmill motor abnormal,12,13,M4367_第08槽  風車馬達異常
369,1,50369,0,M4368_9th slot windmill motor abnormal,12,13,M4368_第09槽  風車馬達異常
370,1,50370,0,M4369_10th slot windmill motor abnormal,12,13,M4369_第10槽  風車馬達異常
371,1,50371,0,M4370_11th slot windmill motor abnormal,12,13,M4370_第11槽  風車馬達異常
372,1,50372,0,M4371_12th slot windmill motor abnormal,12,13,M4371_第12槽  風車馬達異常
373,1,50373,0,M4372_,12,13,M4372_
374,1,50374,0,M4373_,12,13,M4373_
375,1,50375,0,M4374_,12,13,M4374_
376,1,50376,0,M4375_,12,13,M4375_
377,1,50377,0,M4376_,12,13,M4376_
378,1,50378,0,M4377_,12,13,M4377_
379,1,50379,0,M4378_,12,13,M4378_
380,1,50380,0,M4379_,12,13,M4379_
381,1,50381,0,M4380_1st slot windmill motor overload,12,13,M4380_第01槽  風車馬達過載
382,1,50382,0,M4381_2nd  slot windmill motor overload,12,13,M4381_第02槽  風車馬達過載
383,1,50383,0,M4382_3th  slot windmill motor overload,12,13,M4382_第03槽  風車馬達過載
384,1,50384,0,M4383_4th  slot windmill motor overload,12,13,M4383_第04槽  風車馬達過載
385,1,50385,0,M4384_5th  slot windmill motor overload,12,13,M4384_第05槽  風車馬達過載
386,1,50386,0,M4385_6th  slot windmill motor overload,12,13,M4385_第06槽  風車馬達過載
387,1,50387,0,M4386_7th  slot windmill motor overload,12,13,M4386_第07槽  風車馬達過載
388,1,50388,0,M4387_8th  slot windmill motor overload,12,13,M4387_第08槽  風車馬達過載
389,1,50389,0,M4388_9th  slot windmill motor overload,12,13,M4388_第09槽  風車馬達過載
390,1,50390,0,M4389_10th  slot windmill motor overload,12,13,M4389_第10槽  風車馬達過載
391,1,50391,0,M4390_11th  slot windmill motor overload,12,13,M4390_第11槽  風車馬達過載
392,1,50392,0,M4391_12th  slot windmill motor overload,12,13,M4391_第12槽  風車馬達過載
393,1,50393,0,M4392_,12,13,M4392_
394,1,50394,0,M4393_,12,13,M4393_
395,1,50395,0,M4394_,12,13,M4394_
396,1,50396,0,M4395_,12,13,M4395_
397,1,50397,0,M4396_,12,13,M4396_
398,1,50398,0,M4397_,12,13,M4397_
399,1,50399,0,M4398_,12,13,M4398_
400,1,50400,0,M4399_,12,13,M4399_
401,1,50401,0,M4400_Feed windmill motor abnormal,12,13,M4400_進料輸送排氣風車異常
402,1,50402,0,M4401_Discharge windmill motor abnormal,12,13,M4401_出料輸送排氣風車異常
403,1,50403,0,M4402_Left cooling windmill abnormal,12,13,M4402_左冷卻排氣風車異常
404,1,50404,0,M4403_Left cooling windmill abnormal,12,13,M4403_左冷卻風車
405,1,50405,0,M4404_Right cooling windmill abnormal,12,13,M4404_右冷卻排氣風車異常
406,1,50406,0,M4405_Right cooling windmill abnormal,12,13,M4405_右冷卻風車
407,1,50407,0,M4406_1st windmill INV1 abnormal,12,13,M4406_第01槽  風車INV1 異常
408,1,50408,0,M4407_2nd windmill INV2 abnormal,12,13,M4407_第02槽  風車INV2 異常
409,1,50409,0,M4408_7th windmill INV7 abnormal,12,13,M4408_第07槽  風車INV7異常
410,1,50410,0,M4409_8th windmill INV8 abnormal,12,13,M4409_第08槽  風車INV8 異常
411,1,50411,0,M4410_,12,13,M4410_
412,1,50412,0,M4411_,12,13,M4411_
413,1,50413,0,M4412_,12,13,M4412_
414,1,50414,0,M4413_,12,13,M4413_
415,1,50415,0,M4414_,12,13,M4414_
416,1,50416,0,M4415_,12,13,M4415_
417,1,50417,0,M4416_,12,13,M4416_
418,1,50418,0,M4417_,12,13,M4417_
419,1,50419,0,M4418_,12,13,M4418_
420,1,50420,0,M4419_,12,13,M4419_
421,1,50421,0,M4420_Over temperature in slot 1 ,12,13,M4420_第01槽 熱風低溫異常
422,1,50422,0,M4421_Over temperature in slot 2,12,13,M4421_第02槽 熱風低溫異常
423,1,50423,0,M4422_Over temperature in slot 3,12,13,M4422_第03槽 熱風低溫異常
424,1,50424,0,M4423_Over temperature in slot 4,12,13,M4423_第04槽 熱風低溫異常
425,1,50425,0,M4424_Over temperature in slot 5,12,13,M4424_第05槽 熱風低溫異常
426,1,50426,0,M4425_Over temperature in slot 6,12,13,M4425_第06槽 熱風低溫異常
427,1,50427,0,M4426_Over temperature in slot 7,12,13,M4426_第07槽 熱風低溫異常
428,1,50428,0,M4427_Over temperature in slot 8,12,13,M4427_第08槽 熱風低溫異常
429,1,50429,0,M4428_Over temperature in slot 9,12,13,M4428_第09槽 熱風低溫異常
430,1,50430,0,M4429_Over temperature in slot 10,12,13,M4429_第10槽 熱風低溫異常
431,1,50431,0,M4430_Over temperature in slot 11,12,13,M4430_第11槽 熱風低溫異常
432,1,50432,0,M4431_Over temperature in slot 12,12,13,M4431_第12槽 熱風低溫異常
433,1,50433,0,M4432_,12,13,M4432_
434,1,50434,0,M4433_,12,13,M4433_
435,1,50435,0,M4434_,12,13,M4434_
436,1,50436,0,M4435_,12,13,M4435_
437,1,50437,0,M4436_,12,13,M4436_
438,1,50438,0,M4437_,12,13,M4437_
439,1,50439,0,M4438_,12,13,M4438_
440,1,50440,0,M4439_,12,13,M4439_
441,1,50441,0,M4440_1st IRA low temperature abnormal,12,13,M4440_第01槽 IRA 低溫異常
442,1,50442,0,M4441_2nd IRA low temperature abnormal,12,13,M4441_第02槽 IRA 低溫異常
443,1,50443,0,M4442_3rd IRA low temperature abnormal,12,13,M4442_第03槽 IRA 低溫異常
444,1,50444,0,M4443_4th IRA low temperature abnormal,12,13,M4443_第04槽 IRA 低溫異常
445,1,50445,0,M4444_5th IRA low temperature abnormal,12,13,M4444_第05槽 IRA 低溫異常
446,1,50446,0,M4445_6th IRA low temperature abnormal,12,13,M4445_第06槽 IRA 低溫異常
447,1,50447,0,M4446_7th IRA low temperature abnormal,12,13,M4446_第07槽 IRA 低溫異常
448,1,50448,0,M4447_8th IRA low temperature abnormal,12,13,M4447_第08槽 IRA 低溫異常
449,1,50449,0,M4448_9th IRA low temperature abnormal,12,13,M4448_第09槽 IRA 低溫異常
450,1,50450,0,M4449_10th IRA low temperature abnormal,12,13,M4449_第10槽 IRA 低溫異常
451,1,50451,0,M4450_11th IRA low temperature abnormal,12,13,M4450_第11槽 IRA 低溫異常
452,1,50452,0,M4451_12th IRA low temperature abnormal,12,13,M4451_第12槽 IRA 低溫異常
453,1,50453,0,M4452_,12,13,M4452_
454,1,50454,0,M4453_,12,13,M4453_
455,1,50455,0,M4454_,12,13,M4454_
456,1,50456,0,M4455_,12,13,M4455_
457,1,50457,0,M4456_,12,13,M4456_
458,1,50458,0,M4457_,12,13,M4457_
459,1,50459,0,M4458_,12,13,M4458_
460,1,50460,0,M4459_,12,13,M4459_
461,1,50461,0,M4460_1st IRB low temperature abnormal,12,13,M4460_第01槽 IRB 低溫異常
462,1,50462,0,M4461_2nd IRB low temperature abnormal,12,13,M4461_第02槽 IRB 低溫異常
463,1,50463,0,M4462_3rd IRB low temperature abnormal,12,13,M4462_第03槽 IRB 低溫異常
464,1,50464,0,M4463_4th IRB low temperature abnormal,12,13,M4463_第04槽 IRB 低溫異常
465,1,50465,0,M4464_5th IRB low temperature abnormal,12,13,M4464_第05槽 IRB 低溫異常
466,1,50466,0,M4465_6th IRB low temperature abnormal,12,13,M4465_第06槽 IRB 低溫異常
467,1,50467,0,M4466_7th IRB low temperature abnormal,12,13,M4466_第07槽 IRB 低溫異常
468,1,50468,0,M4467_8th IRB low temperature abnormal,12,13,M4467_第08槽 IRB 低溫異常
469,1,50469,0,M4468_9th IRB low temperature abnormal,12,13,M4468_第09槽 IRB 低溫異常
470,1,50470,0,M4469_10th IRB low temperature abnormal,12,13,M4469_第10槽 IRB 低溫異常
471,1,50471,0,M4470_11th IRB low temperature abnormal,12,13,M4470_第11槽 IRB 低溫異常
472,1,50472,0,M4471_12th IRB low temperature abnormal,12,13,M4471_第12槽 IRB 低溫異常
473,1,50473,0,M4472_,12,13,M4472_
474,1,50474,0,M4473_,12,13,M4473_
475,1,50475,0,M4474_,12,13,M4474_
476,1,50476,0,M4475_,12,13,M4475_
477,1,50477,0,M4476_,12,13,M4476_
478,1,50478,0,M4477_,12,13,M4477_
479,1,50479,0,M4478_,12,13,M4478_
480,1,50480,0,M4479_,12,13,M4479_
481,1,50481,0,M4480_1st over temperature abnormal,12,13,M4480_第01槽 熱風超溫異常
482,1,50482,0,M4481_2nd over temperature abnormal,12,13,M4481_第02槽 熱風超溫異常
483,1,50483,0,M4482_3rd over temperature abnormal,12,13,M4482_第03槽 熱風超溫異常
484,1,50484,0,M4483_4th over temperature abnormal,12,13,M4483_第04槽 熱風超溫異常
485,1,50485,0,M4484_5th over temperature abnormal,12,13,M4484_第05槽 熱風超溫異常
486,1,50486,0,M4485_6th over temperature abnormal,12,13,M4485_第06槽 熱風超溫異常
487,1,50487,0,M4486_7th over temperature abnormal,12,13,M4486_第07槽 熱風超溫異常
488,1,50488,0,M4487_8th over temperature abnormal,12,13,M4487_第08槽 熱風超溫異常
489,1,50489,0,M4488_9th over temperature abnormal,12,13,M4488_第09槽 熱風超溫異常
490,1,50490,0,M4489_10th over temperature abnormal,12,13,M4489_第10槽 熱風超溫異常
491,1,50491,0,M4490_11th over temperature abnormal,12,13,M4490_第11槽 熱風超溫異常
492,1,50492,0,M4491_12th over temperature abnormal,12,13,M4491_第12槽 熱風超溫異常
493,1,50493,0,M4492_,12,13,M4492_
494,1,50494,0,M4493_,12,13,M4493_
495,1,50495,0,M4494_,12,13,M4494_
496,1,50496,0,M4495_,12,13,M4495_
497,1,50497,0,M4496_,12,13,M4496_
498,1,50498,0,M4497_,12,13,M4497_
499,1,50499,0,M4498_,12,13,M4498_
500,1,50500,0,M4499_,12,13,M4499_
501,1,50501,0,M4500_1st IRA over temperature abnormal,12,13,M4500_第1槽 IRA 超溫異常
502,1,50502,0,M4501_2nd IRA over temperature abnormal,12,13,M4501_第2槽 IRA 超溫異常
503,1,50503,0,M4502_3rd IRA over temperature abnormal,12,13,M4502_第3槽 IRA 超溫異常
504,1,50504,0,M4503_4th IRA over temperature abnormal,12,13,M4503_第4槽 IRA 超溫異常
505,1,50505,0,M4504_5th IRA over temperature abnormal,12,13,M4504_第5槽 IRA 超溫異常
506,1,50506,0,M4505_6th IRA over temperature abnormal,12,13,M4505_第6槽 IRA 超溫異常
507,1,50507,0,M4506_7th IRA over temperature abnormal,12,13,M4506_第7槽 IRA 超溫異常
508,1,50508,0,M4507_8th IRA over temperature abnormal,12,13,M4507_第8槽 IRA 超溫異常
509,1,50509,0,M4508_9th IRA over temperature abnormal,12,13,M4508_第9槽 IRA 超溫異常
510,1,50510,0,M4509_10th IRA over temperature abnormal,12,13,M4509_第10槽 IRA 超溫異常
511,1,50511,0,M4510_11th IRA over temperature abnormal,12,13,M4510_第11槽 IRA 超溫異常
512,1,50512,0,M4511_12th IRA over temperature abnormal,12,13,M4511_第12槽 IRA 超溫異常
513,1,50513,0,M4512_13th IRA over temperature abnormal,12,13,M4512_第13槽 IRA 超溫異常
514,1,50514,0,M4513_14th IRA over temperature abnormal,12,13,M4513_第14槽 IRA 超溫異常
515,1,50515,0,M4514_15th IRA over temperature abnormal,12,13,M4514_第15槽 IRA 超溫異常
516,1,50516,0,M4515_16th IRA over temperature abnormal,12,13,M4515_第16槽 IRA 超溫異常
517,1,50517,0,M4516_,12,13,M4516_
518,1,50518,0,M4517_,12,13,M4517_
519,1,50519,0,M4518_,12,13,M4518_
520,1,50520,0,M4519_,12,13,M4519_
521,1,50521,0,M4520_1st IRB over temperature abnormal,12,13,M4520_第1槽 IRB 超溫異常
522,1,50522,0,M4521_2nd IRB over temperature abnormal,12,13,M4521_第2槽 IRB 超溫異常
523,1,50523,0,M4522_3rd IRB over temperature abnormal,12,13,M4522_第3槽 IRB 超溫異常
524,1,50524,0,M4523_4th IRB over temperature abnormal,12,13,M4523_第4槽 IRB 超溫異常
525,1,50525,0,M4524_5th IRB over temperature abnormal,12,13,M4524_第5槽 IRB 超溫異常
526,1,50526,0,M4525_6th IRB over temperature abnormal,12,13,M4525_第6槽 IRB 超溫異常
527,1,50527,0,M4526_7th IRB over temperature abnormal,12,13,M4526_第7槽 IRB 超溫異常
528,1,50528,0,M4527_8th IRB over temperature abnormal,12,13,M4527_第8槽 IRB 超溫異常
529,1,50529,0,M4528_9th IRB over temperature abnormal,12,13,M4528_第9槽 IRB 超溫異常
530,1,50530,0,M4529_10th IRB over temperature abnormal,12,13,M4529_第10槽 IRB 超溫異常
531,1,50531,0,M4530_11th IRB over temperature abnormal,12,13,M4530_第11槽 IRB 超溫異常
532,1,50532,0,M4531_12th IRB over temperature abnormal,12,13,M4531_第12槽 IRB 超溫異常
533,1,50533,0,M4532_13th IRB over temperature abnormal,12,13,M4532_第13槽 IRB 超溫異常
534,1,50534,0,M4533_14th IRB over temperature abnormal,12,13,M4533_第14槽 IRB 超溫異常
535,1,50535,0,M4534_15th IRB over temperature abnormal,12,13,M4534_第15槽 IRB 超溫異常
536,1,50536,0,M4535_16th IRB over temperature abnormal,12,13,M4535_第16槽 IRB 超溫異常
537,1,50537,0,M4536_,12,13,M4536_
538,1,50538,0,M4537_,12,13,M4537_
539,1,50539,0,M4538_,12,13,M4538_
540,1,50540,0,M4539_,12,13,M4539_
541,1,50541,0,M4540_1st switch abnormal,12,13,M4540_第01槽  分路開關跳脫異常
542,1,50542,0,M4541_2nd switch abnormal,12,13,M4541_第02槽  分路開關跳脫異常
543,1,50543,0,M4542_3rd switch abnormal,12,13,M4542_第03槽  分路開關跳脫異常
544,1,50544,0,M4543_4th switch abnormal,12,13,M4543_第04槽  分路開關跳脫異常
545,1,50545,0,M4544_5th switch abnormal,12,13,M4544_第05槽  分路開關跳脫異常
546,1,50546,0,M4545_6th switch abnormal,12,13,M4545_第06槽  分路開關跳脫異常
547,1,50547,0,M4546_7th switch abnormal,12,13,M4546_第07槽  分路開關跳脫異常
548,1,50548,0,M4547_8th switch abnormal,12,13,M4547_第08槽  分路開關跳脫異常
549,1,50549,0,M4548_9th switch abnormal,12,13,M4548_第09槽  分路開關跳脫異常
550,1,50550,0,M4549_10th switch abnormal,12,13,M4549_第10槽  分路開關跳脫異常
551,1,50551,0,M4550_11th switch abnormal,12,13,M4550_第11槽  分路開關跳脫異常
552,1,50552,0,M4551_12th switch abnormal,12,13,M4551_第12槽  分路開關跳脫異常
553,1,50553,0,M4552_,12,13,M4552_
554,1,50554,0,M4553_,12,13,M4553_
555,1,50555,0,M4554_,12,13,M4554_
556,1,50556,0,M4555_,12,13,M4555_
557,1,50557,0,M4556_,12,13,M4556_
558,1,50558,0,M4557_,12,13,M4557_
559,1,50559,0,M4558_,12,13,M4558_
560,1,50560,0,M4559_,12,13,M4559_
561,1,50561,0,M4560_1st SCR abnormal,12,13,M4560_第01槽  SCR異常
562,1,50562,0,M4561_2nd SCR abnormal,12,13,M4561_第02槽  SCR異常
563,1,50563,0,M4562_3rd SCR abnormal,12,13,M4562_第03槽  SCR異常
564,1,50564,0,M4563_4th SCR abnormal,12,13,M4563_第04槽  SCR異常
565,1,50565,0,M4564_5th SCR abnormal,12,13,M4564_第05槽  SCR異常
566,1,50566,0,M4565_6th SCR abnormal,12,13,M4565_第06槽  SCR異常
567,1,50567,0,M4566_7th SCR abnormal,12,13,M4566_第07槽  SCR異常
568,1,50568,0,M4567_8th SCR abnormal,12,13,M4567_第08槽  SCR異常
569,1,50569,0,M4568_9th SCR abnormal,12,13,M4568_第09槽  SCR異常
570,1,50570,0,M4569_10th SCR abnormal,12,13,M4569_第10槽  SCR異常
571,1,50571,0,M4570_11th SCR abnormal,12,13,M4570_第11槽  SCR異常
572,1,50572,0,M4571_12th SCR abnormal,12,13,M4571_第12槽  SCR異常
573,1,50573,0,M4572_,12,13,M4572_
574,1,50574,0,M4573_,12,13,M4573_
575,1,50575,0,M4574_,12,13,M4574_
576,1,50576,0,M4575_,12,13,M4575_
577,1,50577,0,M4576_,12,13,M4576_
578,1,50578,0,M4577_,12,13,M4577_
579,1,50579,0,M4578_,12,13,M4578_
580,1,50580,0,M4579_,12,13,M4579_
581,1,50581,0,M4580_,12,13,M4580_
582,1,50582,0,M4581_,12,13,M4581_
583,1,50583,0,M4582_,12,13,M4582_
584,1,50584,0,M4583_,12,13,M4583_
585,1,50585,0,M4584_,12,13,M4584_
586,1,50586,0,M4585_,12,13,M4585_
587,1,50587,0,M4586_,12,13,M4586_
588,1,50588,0,M4587_,12,13,M4587_
589,1,50589,0,M4588_,12,13,M4588_
590,1,50590,0,M4589_,12,13,M4589_
591,1,50591,0,M4590_,12,13,M4590_
592,1,50592,0,M4591_,12,13,M4591_
593,1,50593,0,M4592_,12,13,M4592_
594,1,50594,0,M4593_,12,13,M4593_
595,1,50595,0,M4594_,12,13,M4594_
596,1,50596,0,M4595_,12,13,M4595_
597,1,50597,0,M4596_,12,13,M4596_
598,1,50598,0,M4597_,12,13,M4597_
599,1,50599,0,M4598_,12,13,M4598_
600,1,50600,0,M4599_,12,13,M4599_
601,1,50601,0,M4600_,12,13,M4600_
602,1,50602,0,M4601_,12,13,M4601_
603,1,50603,0,M4602_,12,13,M4602_
604,1,50604,0,M4603_,12,13,M4603_
605,1,50605,0,M4604_,12,13,M4604_
606,1,50606,0,M4605_,12,13,M4605_
607,1,50607,0,M4606_,12,13,M4606_
608,1,50608,0,M4607_,12,13,M4607_
609,1,50609,0,M4608_,12,13,M4608_
610,1,50610,0,M4609_,12,13,M4609_
611,1,50611,0,M4610_,12,13,M4610_
612,1,50612,0,M4611_,12,13,M4611_
613,1,50613,0,M4612_,12,13,M4612_
614,1,50614,0,M4613_,12,13,M4613_
615,1,50615,0,M4614_,12,13,M4614_
616,1,50616,0,M4615_,12,13,M4615_
617,1,50617,0,M4616_,12,13,M4616_
618,1,50618,0,M4617_,12,13,M4617_
619,1,50619,0,M4618_,12,13,M4618_
620,1,50620,0,M4619_,12,13,M4619_
621,1,50621,0,M4620_Battery abnormal-feed,12,13,M4620_進料整板驅動器電池異常
622,1,50622,0,M4621_Battery abnormal-feed fork,12,13,M4621_取板牙插驅動器電池異常
623,1,50623,0,M4622_Battery abnormal-feed robot,12,13,M4622_進料手臂電池異常
624,1,50624,0,M4623_Battery abnormal-feed arm,12,13,M4623_進料手臂取手驅動器電池異常
625,1,50625,0,M4624_Battery abnormal-feed lift,12,13,M4624_進料托框昇降驅動器電池異常
626,1,50626,0,M4625_Battery abnormal-feed Lclamp,12,13,M4625_進左開夾驅動器電池異常
627,1,50627,0,M4626_Battery abnormal-feed Rclamp,12,13,M4626_進右開夾驅動器電池異常
628,1,50628,0,M4627_Battery abnormal-shunt,12,13,M4627_分流前取框驅動器電池異常
629,1,50629,0,M4628_Battery abnormal-discharge fork,12,13,M4628_出板牙插驅動器電池異常
630,1,50630,0,M4629_spare,12,13,M4629_預留
631,1,50631,0,M4630_Battery abnormal-discharge arm,12,13,M4630_出料手臂取手驅動器電池異常
632,1,50632,0,M4631_Battery abnormal-discharge lift,12,13,M4631_出料托框昇降驅動器電池異常
633,1,50633,0,M4632_Battery abnormal-discharge Lclamp,12,13,M4632_出左開夾驅動器電池異常
634,1,50634,0,M4633_Battery abnormal-discharge Rclamp,12,13,M4633_出右開夾驅動器電池異常
635,1,50635,0,M4634_Battery abnormal-merge,12,13,M4634_合流後掛框驅動器電池異常
636,1,50636,0,M4635_Battery abnormal-discharge robot,12,13,M4635_出料手臂電池異常
637,1,50637,0,,12,13,M4636_
638,1,50638,0,,12,13,M4637_
639,1,50639,0,,12,13,M4638_
640,1,50640,0,,12,13,M4639_
641,1,50641,0,M4640_Abnormal Position-feed,12,13,M4640_進料整板不在位置上
642,1,50642,0,M4641_Abnormal Position-feed fork,12,13,M4641_取板牙插不在位置上
643,1,50643,0,M4642_spare,12,13,M4642_預留不在位置上
644,1,50644,0,M4643_Abnormal Position-feed arm,12,13,M4643_進料手臂夾爪不在位置上
645,1,50645,0,M4644_Abnormal Position-feed lift,12,13,M4644_進料托框昇降不在位置上
646,1,50646,0,M4645_Abnormal Position-feed Lclamp,12,13,M4645_進料左側開夾不在位置上
647,1,50647,0,M4646_Abnormal Position-feed Rclamp,12,13,M4646_進料右側開夾不在位置上
648,1,50648,0,M4647_Abnormal Position-shunt,12,13,M4647_分流前取框不在位置上
649,1,50649,0,M4648_Abnormal Position-discharge fork,12,13,M4648_出板牙插不在位置上
650,1,50650,0,M4649_spare,12,13,M4649_預留不在位置上
651,1,50651,0,M4650_Abnormal Position-discharge arm,12,13,M4650_出料手臂夾爪不在位置上
652,1,50652,0,M4651_Abnormal Position-discharge lift,12,13,M4651_出料托框昇降不在位置上
653,1,50653,0,M4652_Abnormal Position-discharge Lclamp,12,13,M4652_出料左側開夾不在位置上
654,1,50654,0,M4653_Abnormal Position-discharge Rclamp,12,13,M4653_出料右側開夾不在位置上
655,1,50655,0,M4654_Abnormal Position-merge,12,13,M4654_合流移載機構不在定點上
656,1,50656,0,M4655_,12,13,M4655_
657,1,50657,0,M4656_,12,13,M4656_
658,1,50658,0,M4657_,12,13,M4657_
659,1,50659,0,M4658_,12,13,M4658_
660,1,50660,0,M4659_,12,13,M4659_
661,1,50661,0,M4660_,12,13,M4660_
662,1,50662,0,M4661_,12,13,M4661_
663,1,50663,0,M4662_,12,13,M4662_
664,1,50664,0,M4663_,12,13,M4663_
665,1,50665,0,M4664_,12,13,M4664_
666,1,50666,0,M4665_,12,13,M4665_
667,1,50667,0,M4666_,12,13,M4666_
668,1,50668,0,M4667_,12,13,M4667_
669,1,50669,0,M4668_,12,13,M4668_
670,1,50670,0,M4669_,12,13,M4669_
671,1,50671,0,M4670_,12,13,M4670_
672,1,50672,0,M4671_,12,13,M4671_
673,1,50673,0,M4672_,12,13,M4672_
674,1,50674,0,M4673_,12,13,M4673_
675,1,50675,0,M4674_,12,13,M4674_
676,1,50676,0,M4675_,12,13,M4675_
677,1,50677,0,M4676_,12,13,M4676_
678,1,50678,0,M4677_,12,13,M4677_
679,1,50679,0,M4678_,12,13,M4678_
680,1,50680,0,M4679_,12,13,M4679_
681,1,50681,0,M4680_Abnormal Zero-feed,12,13,M4680_進料整板歸零要求異常
682,1,50682,0,M4681_Abnormal Zero-feed fork,12,13,M4681_取板牙插歸零要求異常
683,1,50683,0,M4682_spare,12,13,M4682_預留歸零要求異常
684,1,50684,0,M4683_Abnormal Zero-feed arm,12,13,M4683_進料手臂取手歸零要求異常
685,1,50685,0,M4684_Abnormal Zero-feed lift,12,13,M4684_進料托框昇降歸零要求異常
686,1,50686,0,M4685_Abnormal Zero-feed Lclamp,12,13,M4685_進左開夾歸零要求異常
687,1,50687,0,M4686_Abnormal Zero-feed Rclamp,12,13,M4686_進右開夾歸零要求異常
688,1,50688,0,M4687_Abnormal Zero-shunt,12,13,M4687_分流前取框歸零要求異常
689,1,50689,0,M4688_Abnormal Zero-discharge fork,12,13,M4688_出板牙插歸零要求異常
690,1,50690,0,M4689_spare,12,13,M4689_預留歸零要求異常
691,1,50691,0,M4690_Abnormal Zero-discharge arm,12,13,M4690_出料手臂取手歸零要求異常
692,1,50692,0,M4691_Abnormal Zero-discharge lift,12,13,M4691_出料托框昇降歸零要求異常
693,1,50693,0,M4692_Abnormal Zero-discharge Lclamp,12,13,M4692_出左開夾歸零要求異常
694,1,50694,0,M4693_Abnormal Zero-discharge Rclamp,12,13,M4693_出右開夾歸零要求異常
695,1,50695,0,M4694_Abnormal Zero-merge,12,13,M4694_合流後掛框歸零要求異常
696,1,50696,0,M4695_spare,12,13,M4695_預留歸零要求異常
697,1,50697,0,M4696_,12,13,M4696_
698,1,50698,0,M4697_,12,13,M4697_
699,1,50699,0,M4698_,12,13,M4698_
700,1,50700,0,M4699_,12,13,M4699_
701,1,50701,0,M4700_,12,13,M4700_
702,1,50702,0,M4701_,12,13,M4701_
703,1,50703,0,M4702_,12,13,M4702_
704,1,50704,0,M4703_,12,13,M4703_
705,1,50705,0,M4704_,12,13,M4704_
706,1,50706,0,M4705_,12,13,M4705_
707,1,50707,0,M4706_,12,13,M4706_
708,1,50708,0,M4707_,12,13,M4707_
709,1,50709,0,M4708_,12,13,M4708_
710,1,50710,0,M4709_,12,13,M4709_
711,1,50711,0,M4710_,12,13,M4710_
712,1,50712,0,M4711_,12,13,M4711_
713,1,50713,0,M4712_,12,13,M4712_
714,1,50714,0,M4713_,12,13,M4713_
715,1,50715,0,M4714_,12,13,M4714_
716,1,50716,0,M4715_,12,13,M4715_
717,1,50717,0,M4716_,12,13,M4716_
718,1,50718,0,M4717_,12,13,M4717_
719,1,50719,0,M4718_,12,13,M4718_
720,1,50720,0,M4719_,12,13,M4719_
721,1,50721,0,M4720_,12,13,M4720_
722,1,50722,0,M4721_,12,13,M4721_
723,1,50723,0,M4722_,12,13,M4722_
724,1,50724,0,M4723_,12,13,M4723_
725,1,50725,0,M4724_,12,13,M4724_
726,1,50726,0,M4725_,12,13,M4725_
727,1,50727,0,M4726_,12,13,M4726_
728,1,50728,0,M4727_,12,13,M4727_
729,1,50729,0,M4728_,12,13,M4728_
730,1,50730,0,M4729_,12,13,M4729_
731,1,50731,0,M4730_,12,13,M4730_
732,1,50732,0,M4731_,12,13,M4731_
733,1,50733,0,M4732_,12,13,M4732_
734,1,50734,0,M4733_,12,13,M4733_
735,1,50735,0,M4734_,12,13,M4734_
736,1,50736,0,M4735_,12,13,M4735_
737,1,50737,0,M4736_,12,13,M4736_
738,1,50738,0,M4737_,12,13,M4737_
739,1,50739,0,M4738_,12,13,M4738_
740,1,50740,0,M4739_,12,13,M4739_
741,1,50741,0,M4740_,12,13,M4740_
742,1,50742,0,M4741_,12,13,M4741_
743,1,50743,0,M4742_,12,13,M4742_
744,1,50744,0,M4743_,12,13,M4743_
745,1,50745,0,M4744_印刷機左圍籬安全門偵測ˋ異常,12,13,M4744_印刷機左圍籬安全門偵測ˋ異常
746,1,50746,0,M4745_印刷機右圍籬安全門偵測ˋ異常,12,13,M4745_印刷機右圍籬安全門偵測ˋ異常
747,1,50747,0,M4746_,12,13,M4746_
748,1,50748,0,M4747_,12,13,M4747_
749,1,50749,0,M4748_,12,13,M4748_
750,1,50750,0,M4749_,12,13,M4749_
751,1,50751,0,M4750_,12,13,M4750_
752,1,50752,0,M4751_,12,13,M4751_
753,1,50753,0,M4752_,12,13,M4752_
754,1,50754,0,M4753_,12,13,M4753_
755,1,50755,0,M4754_,12,13,M4754_
756,1,50756,0,M4755_,12,13,M4755_
757,1,50757,0,M4756_,12,13,M4756_
758,1,50758,0,M4757_,12,13,M4757_
759,1,50759,0,M4758_,12,13,M4758_
760,1,50760,0,M4759_,12,13,M4759_
761,1,50761,0,M4760_,12,13,M4760_
762,1,50762,0,M4761_,12,13,M4761_
763,1,50763,0,M4762_,12,13,M4762_
764,1,50764,0,M4763_,12,13,M4763_
765,1,50765,0,M4764_,12,13,M4764_
766,1,50766,0,M4765_,12,13,M4765_
767,1,50767,0,M4766_,12,13,M4766_
